n,gamma
1322,1784.6079463966128
1323,1786.3422011793425
1324,1787.0492730868164
1325,1788.215123479633
1326,1789.2421799636847
1327,1790.4495623697835
1328,1791.2544098187955
1329,1792.6161027351982
1330,1793.5253906524094
1331,1794.1784820072555
1332,1796.465140537431
1333,1797.3763356711368
1334,1798.1470674580758
1335,1799.2316472097375
1336,1800.024724019739
1337,1801.309636945288
1338,1802.3012834914505
1339,1803.796843813366
1340,1804.904160974812
1341,1806.2896670194978
1342,1806.5783917509639
1343,1808.7144318654748
1344,1809.1192737882873
1345,1810.1088929879859
1346,1810.8737191588548
1347,1812.4200770021055
1348,1814.0241403476155
1349,1814.973082363496
1350,1816.3386112196747
1351,1816.758023365351
1352,1817.7106085633425
1353,1819.2603340994883
1354,1820.1878821868113
1355,1821.3057083652038
1356,1822.4276714403027
1357,1823.7662658957734
1358,1825.2136768930134
1359,1825.9156836149284
1360,1826.7954552714928
1361,1828.2112704999731
1362,1828.621091758031
1363,1829.8325297099398
1364,1831.9363799018151
1365,1832.9849402437314
1366,1833.2732390327303
1367,1834.7215597486086
1368,1835.8837544376925
1369,1836.8276725159576
1370,1838.0869433056446
1371,1838.6402887076508
1372,1840.1955634733574
1373,1841.4785825706433
1374,1842.8759552786673
1375,1843.7710577430692
1376,1844.759043650096
1377,1845.4175341464245
1378,1846.3532534205165
1379,1848.3309806223838
1380,1848.7227609108909
1381,1850.6011840476515
1382,1851.4003619945897
1383,1852.3422047333863
1384,1853.5193429209894
1385,1854.8556321159867
1386,1855.5929349370554
1387,1856.3891791535239
1388,1857.4980748148803
1389,1859.4952715687944
1390,1860.5413881093368
1391,1861.3796715472329
1392,1862.1214649289443
1393,1863.4254648450965
1394,1864.3539813357463
1395,1865.367433794058
1396,1866.8365470186081
1397,1868.0851909986093
1398,1868.7067456844081
1399,1870.4214717683108
1400,1871.416043098407
1401,1872.4415664281928
1402,1872.8656676379676
1403,1874.5083614126602
1404,1874.9137740100396
1405,1877.0950641673398
1406,1878.0222514827535
1407,1879.1533030904613
1408,1880.0823254189943
1409,1880.6117664796568
1410,1882.3219747973847
1411,1883.4087242695184
1412,1884.0057783496673
1413,1885.198075130258
1414,1887.0538948068902
1415,1887.8088414168321
1416,1888.9381826365795
1417,1890.3481286142446
1418,1890.6121285879333
1419,1891.6785105397287
1420,1892.867701335791
1421,1894.5585375724297
1422,1895.6971556535846
1423,1896.5854943471688
1424,1897.513692859712
1425,1898.8293728186795
1426,1900.006144829144
1427,1900.5718842724148
1428,1901.8913057506002
1429,1902.80505920668
1430,1904.0893253233517
1431,1906.1027561981819
1432,1906.5976780037663
1433,1907.33278012391
1434,1908.4330630450518
1435,1909.4659300259823
1436,1910.7336596158916
1437,1911.7046909431722
1438,1913.1824897758831
1439,1914.352300051674
1440,1915.0546293333473
1441,1916.6063718395194
1442,1917.3447040415663
1443,1918.7864989098568
1444,1919.2077783978052
1445,1919.9374573712173
1446,1922.1016256219937
1447,1923.2808379364174
1448,1924.0558311014408
1449,1925.2319879754066
1450,1926.2115830798941
1451,1926.8200927948715
1452,1928.4175185495194
1453,1929.4875601805766
1454,1930.2583871803872
1455,1931.7600694365246
1456,1932.8757545499468
1457,1934.4164363691518
1458,1934.9079434343657
1459,1935.9248488037456
1460,1936.873093814279
1461,1937.96863349802
1462,1939.050029150544
1463,1940.97732670586
1464,1941.8228622157803
1465,1942.6335686922462
1466,1943.3679474492528
1467,1945.153796306368
1468,1945.9227169494834
1469,1946.6099453618774
1470,1947.9170477377036
1471,1949.0300300736064
1472,1950.7432015528632
1473,1951.536695873055
1474,1952.8501292118658
1475,1953.4485563251358
1476,1954.4185881752142
1477,1955.3158092837184
1478,1956.8481645782156
1479,1958.3144035551204
1480,1958.8518834631948
1481,1960.4188452693818
1482,1961.3592778800144
1483,1962.2335718485797
1484,1963.621184573202
1485,1964.3573909380957
1486,1965.3778295051038
1487,1966.1176585740745
1488,1968.4716020194205
1489,1969.0476175465278
1490,1970.3050095170338
1491,1970.855547579946
1492,1971.9703128048113
1493,1973.1826634059387
1494,1974.34720191012
1495,1975.080610302267
1496,1977.17394369804
1497,1977.2714461997466
1498,1978.8014481677315
1499,1980.3717722870513
1500,1980.9100430910241
1501,1981.7487688972635
1502,1982.6632791952766
1503,1983.9238046222606
1504,1985.4165401745267
1505,1986.7571077164152
1506,1987.8734733607243
1507,1988.2518768073558
1508,1989.7020027080216
1509,1990.478352526427
1510,1992.001706393528
1511,1992.7849878751576
1512,1993.57749313826
1513,1995.1687396118884
1514,1996.796176966188
1515,1997.3909140596115
1516,1998.2790069259847
1517,1999.5457641762675
1518,2000.4345153024321
1519,2000.9296206891845
1520,2002.8964083743617
1521,2004.13966923327
1522,2005.0778481240989
1523,2005.9009348857858
1524,2007.125180170301
1525,2008.4182403302623
1526,2009.1766341229495
1527,2010.1533247675593
1528,2011.02070507365
1529,2012.5389354774218
1530,2013.8720977139908
1531,2015.1867286087063
1532,2016.0296380323755
1533,2016.8000756558458
1534,2017.3867672519616
1535,2019.264600216064
1536,2019.8843671397553
1537,2021.1960427688928
1538,2022.5456176846883
1539,2023.5729117771007
1540,2024.4882621579513
1541,2025.8789062024816
1542,2026.738258912152
1543,2027.5733170559974
1544,2028.5824593540399
1545,2029.3854795509667
1546,2031.7505506906186
1547,2032.4207808562865
1548,2033.0178927456698
1549,2034.5548287889562
1550,2035.0774400963041
1551,2036.5275264833704
1552,2037.217111094341
1553,2038.8417382508678
1554,2039.4432187401044
1555,2040.8391196731382
1556,2042.3445862506042
1557,2043.217116563324
1558,2044.1215932916675
1559,2045.0373208598148
1560,2045.8027604315619
1561,2047.098336345607
1562,2048.454094066161
1563,2049.847525605716
1564,2050.9060553846844
1565,2051.7183881962565
1566,2052.407790192401
1567,2054.059916898486
1568,2055.180267326167
1569,2055.572602899049
1570,2056.620866689894
1571,2058.450651118906
1572,2059.4480217437713
1573,2060.868247208108
1574,2061.3670592020317
1575,2062.5726509199785
1576,2063.283559498381
1577,2064.304867699634
1578,2065.8326722819115
1579,2066.9852293779854
1580,2068.3456385273703
1581,2068.669941082813
1582,2070.504717593446
1583,2071.3770831697584
1584,2071.9904548147606
1585,2073.3976037157686
1586,2074.1710649021525
1587,2075.0280655448323
1588,2077.117570136877
1589,2078.155484639214
1590,2078.939288114877
1591,2079.567628461893
1592,2080.9103434575613
1593,2081.7996865635773
1594,2083.300276858828
1595,2083.779992550167
1596,2085.3898136922858
1597,2086.5803185343816
1598,2087.473340987858
1599,2088.7122811987324
1600,2090.0362067570168
1601,2090.4475500274157
1602,2091.221580661131
1603,2092.4732181100717
1604,2094.335917468632
1605,2095.1382566602947
1606,2096.3465299792524
1607,2097.371606357193
1608,2097.951922199887
1609,2099.3116512650613
1610,2100.593745236861
1611,2101.1354894591086
1612,2102.535100215298
1613,2103.390454808714
1614,2105.3722065918
1615,2105.9947043392863
1616,2107.172362432443
1617,2107.6179114075144
1618,2108.938384889015
1619,2109.9631431812677
1620,2110.8223718481318
1621,2112.907087523191
1622,2113.4839664484307
1623,2114.39613732589
1624,2115.506602794684
1625,2116.900056068395
1626,2117.722399441363
1627,2118.6186462170294
1628,2119.456428468939
1629,2120.691562591844
1630,2122.4651511749285
1631,2123.3440423034626
1632,2124.3703687375687
1633,2125.512400029152
1634,2125.9587848403735
1635,2126.975711192558
1636,2128.752290554263
1637,2129.4060802283284
1638,2130.555102283236
1639,2132.080620992943
1640,2132.798516467884
1641,2134.154933985038
1642,2134.950772504316
1643,2136.086897524703
1644,2136.9674705484717
1645,2137.509940525911
1646,2139.380759985201
1647,2140.949362639097
1648,2141.71003596039
1649,2142.3550431960352
1650,2143.374444180538
1651,2144.8953374313605
1652,2145.505753734181
1653,2146.6258944755114
1654,2147.7853673456307
1655,2149.1518493828894
1656,2149.910639858102
1657,2151.776885116465
1658,2152.3902265969195
1659,2153.0119641653864
1660,2154.2636239523204
1661,2154.9353458482256
1662,2156.3947272556816
1663,2157.856489565353
1664,2158.8780722910833
1665,2159.9022860171704
1666,2160.853062328184
1667,2161.6921721892095
1668,2163.107122285732
1669,2164.0497203563573
1670,2165.0114371743143
1671,2165.5039490233758
1672,2167.6934442547467
1673,2168.890615851854
1674,2169.263829283365
1675,2170.787074973016
1676,2171.3963619264946
1677,2172.250962827516
1678,2173.5282969693167
1679,2174.7450208034766
1680,2176.2041194662156
1681,2176.9394516989773
1682,2178.004209154761
1683,2179.232185029747
1684,2180.495318259279
1685,2181.2523670106816
1686,2181.7257830298195
1687,2183.3305840172798
1688,2184.1031907606807
1689,2185.965528320683
1690,2187.0856909593726
1691,2187.798455877828
1692,2188.5587632030883
1693,2189.4970729026054
1694,2191.0933630457494
1695,2191.778017400508
1696,2192.826770539861
1697,2194.2315300504497
1698,2195.2316876812556
1699,2196.7159776667586
1700,2197.258747040206
1701,2198.6875126843674
1702,2199.3029653209696
1703,2200.3510209132633
1704,2200.915953025552
1705,2203.277453730646
1706,2203.9063645837737
1707,2204.99780175483
1708,2205.855761245544
1709,2207.172161914952
1710,2207.8027413367367
1711,2209.1537444002633
1712,2210.2080149892504
1713,2210.850941099296
1714,2212.3435684000365
1715,2213.7002562484363
1716,2214.9499256320923
1717,2215.8205656906457
1718,2216.2963758876454
1719,2217.4693751162254
1720,2218.5210069133955
1721,2219.7998156983613
1722,2220.8521588489143
1723,2222.6366045880973
1724,2223.0550579188102
1725,2223.7777725072146
1726,2225.564645117169
1727,2226.3327344055756
1728,2227.2462293765952
1729,2227.9705738822563
1730,2229.127958910123
1731,2230.8986908562174
1732,2231.9771540740735
1733,2232.9248538689662
1734,2233.720222250313
1735,2234.814934531327
1736,2235.5466621356
1737,2236.7736438450997
1738,2238.1547995192977
1739,2239.1677439602367
1740,2240.021209470471
1741,2241.5361865237664
1742,2242.6211801593795
1743,2243.373668418962
1744,2244.3707017004303
1745,2245.5652865312713
1746,2246.016558178286
1747,2247.3644312512292
1748,2249.5501985735373
1749,2249.770766552724
1750,2251.0466419415534
1751,2251.8453183386932
1752,2252.678432673839
1753,2254.5622469943896
1754,2254.759079001304
1755,2255.824565571537
1756,2257.346384683133
1757,2258.5018472911456
1758,2259.5178420573843
1759,2260.8902594168003
1760,2261.660064449481
1761,2262.6744306482096
1762,2262.878305381161
1763,2264.67639970577
1764,2265.7684461154695
1765,2267.384501067544
1766,2267.879175337166
1767,2269.2269982616094
1768,2269.9191032168383
1769,2271.3262824680664
1770,2272.0490157012377
1771,2273.3475340531645
1772,2273.956289145943
1773,2275.0686647759712
1774,2277.0793177566234
1775,2278.0126283933055
1776,2278.5259421557844
1777,2279.5073058411194
1778,2280.8707198525863
1779,2281.3564836145465
1780,2282.690375137648
1781,2284.0560114593513
1782,2285.2222423648664
1783,2286.149814140564
1784,2287.0461586710107
1785,2288.5788494457647
1786,2289.3362847101344
1787,2290.241458210856
1788,2291.0976636121122
1789,2291.9289012524905
1790,2293.896145106087
1791,2294.6879184117142
1792,2296.1150911883306
1793,2296.998522472515
1794,2297.3726475798094
1795,2298.6123633656603
1796,2299.96157762009
1797,2301.234125798831
1798,2301.4548403517283
1799,2303.295481982573
1800,2304.3051386703746
1801,2305.508356788682
1802,2306.5177330700035
1803,2307.355553370478
1804,2308.210284634765
1805,2309.370358239529
1806,2309.9311223841837
1807,2312.0479964496108
1808,2313.190914170748
1809,2313.689359967224
1810,2314.6211821135944
1811,2316.0494547199887
1812,2316.962494504841
1813,2317.851531864277
1814,2318.8260353364303
1815,2320.0885232040273
1816,2320.9495316286598
1817,2322.812632606693
1818,2323.534274240766
1819,2324.512455232258
1820,2325.5570964917656
1821,2325.903015927513
1822,2327.3768558196994
1823,2328.6348751011687
1824,2329.7057234064496
1825,2331.013110289573
1826,2331.9427078064027
1827,2332.987765432775
1828,2333.7208633737823
1829,2335.531712574451
1830,2335.8671538056497
1831,2336.6210367862386
1832,2337.7617301588207
1833,2339.615683895983
1834,2340.8267267066444
1835,2341.3245961862153
1836,2342.6540416584694
1837,2343.259158955009
1838,2344.3112162361517
1839,2345.570483634474
1840,2346.4641195297877
1841,2347.934254641724
1842,2348.8434236334556
1843,2349.7300542578378
1844,2351.455046927851
1845,2352.1957015025364
1846,2352.7508700754547
1847,2353.912135852353
1848,2354.951081235008
1849,2355.8108139782908
1850,2357.6083159202476
1851,2358.9047051984157
1852,2359.43485907644
1853,2360.3142850895265
1854,2361.3425416419327
1855,2362.7183179229214
1856,2363.4956176541186
1857,2364.751176089117
1858,2365.191515064132
1859,2367.2492198429595
1860,2367.9577018231557
1861,2369.220577767399
1862,2370.093390284232
1863,2371.100747929722
1864,2371.93813779461
1865,2372.4403472600557
1866,2374.4442307178165
1867,2375.543967037372
1868,2376.35546351556
1869,2377.7554079140127
1870,2378.212961679662
1871,2379.726502949966
1872,2380.5456572187363
1873,2381.5001237104375
1874,2382.5308305663666
1875,2383.356013915981
1876,2384.9650716411825
1877,2386.4309371095037
1878,2387.2990841223364
1879,2387.813568556078
1880,2388.748207635493
1881,2389.955988113666
1882,2391.2605498724033
1883,2391.7549823366226
1884,2393.6305932917
1885,2394.4853678560467
1886,2395.270169994647
1887,2396.603878762616
1888,2397.7916437617737
1889,2398.558311382533
1890,2399.4338329057855
1891,2400.1523565221314
1892,2401.482998375772
1893,2403.418798445345
1894,2403.9753151489676
1895,2404.92159348977
1896,2406.2539887182893
1897,2406.7328511821097
1898,2407.71591042227
1899,2409.4415023524193
1900,2409.8816026828795
1901,2411.1261933807773
1902,2412.2229358372842
1903,2413.9761231949833
1904,2414.3798798012704
1905,2415.576893465994
1906,2416.534054627704
1907,2417.2780874217724
1908,2418.2294432673575
1909,2419.5079171630714
1910,2421.142943993328
1911,2422.1520849251096
1912,2422.996230123487
1913,2423.504146888716
1914,2425.124760212557
1915,2426.193437541668
1916,2426.9070642937536
1917,2427.640896948593
1918,2429.185595990257
1919,2430.2658126359443
1920,2431.6111350962537
1921,2432.727569299255
1922,2433.705896804704
1923,2433.9168732376843
1924,2435.3488943646944
1925,2436.191600375091
1926,2437.794076107826
1927,2438.671790794044
1928,2439.9271272186725
1929,2440.8261602906355
1930,2441.9298365499985
1931,2443.0335600581852
1932,2443.7754363962
1933,2445.15438101522
1934,2445.744952101155
1935,2446.3985233061103
1936,2448.988312286035
1937,2449.2310320092924
1938,2450.503650580108
1939,2451.1817083100846
1940,2452.283365741214
1941,2453.2574858120843
1942,2454.30056184179
1943,2455.482288383526
1944,2456.5145518412887
1945,2457.9079990902187
1946,2458.546799837128
1947,2460.013579465506
1948,2461.2022953745063
1949,2461.7316286480414
1950,2462.464294913854
1951,2463.569667295016
1952,2464.9278163612234
1953,2466.1830970131928
1954,2467.640860783779
1955,2468.1868163011154
1956,2469.3362638924973
1957,2469.781485031524
1958,2471.5392977419965
1959,2472.336417589482
1960,2473.107124734645
1961,2474.237849734394
1962,2475.539353861003
1963,2477.0217550961047
1964,2478.014854024809
1965,2478.397597583125
1966,2479.977351980871
1967,2480.433606985092
1968,2481.356767280359
1969,2482.683411518716
1970,2484.5032382747445
1971,2485.08759053742
1972,2485.7856207123928
1973,2487.333836442726
1974,2488.113831754193
1975,2489.2611574516372
1976,2490.0510905157466
1977,2491.1055164218205
1978,2491.9074739342927
1979,2493.4892954491233
1980,2494.8661778282553
1981,2495.846840419502
1982,2496.485336702823
1983,2497.648465246602
1984,2497.969973966752
1985,2499.8620428212553
1986,2500.5643864123176
1987,2501.5777446724337
1988,2503.185227212087
1989,2504.008933658584
1990,2504.772152511212
1991,2506.3053519373075
1992,2507.1518856476755
1993,2507.8710395797434
1994,2508.7660461038267
1995,2509.6529974413793
1996,2511.6601897871865
1997,2512.5382209852028
1998,2513.5795170214647
1999,2514.2598590597736
2000,2515.286482924713
2001,2516.5710491428877
2002,2517.146931880415
2003,2518.5528520406906
2004,2519.634252640272
2005,2520.402323518036
2006,2521.885175646151
2007,2523.263480155872
2008,2523.9670558191906
2009,2524.6420457956947
2010,2525.6879933248006
2011,2526.8688100585928
2012,2527.418791160629
2013,2529.378043463275
2014,2530.2736722742684
2015,2531.543961220065
2016,2531.969384081562
2017,2533.0673170990476
2018,2534.408614098394
2019,2535.505886073966
2020,2536.0918849208388
2021,2536.8674852225613
2022,2538.5598269362613
2023,2539.9984071185913
2024,2540.5316619367422
2025,2541.998729153671
2026,2542.687650514869
2027,2543.3439550886064
2028,2544.290953656616
2029,2545.8780177303333
2030,2546.761141283359
2031,2548.1816153941086
2032,2548.8959875750465
2033,2549.9964844915226
2034,2551.411141992885
2035,2551.880445959599
2036,2553.275677995525
2037,2553.723069201209
2038,2555.0508752913593
2039,2555.8323507473033
2040,2558.009105942872
2041,2558.7522113684713
2042,2559.234296597334
2043,2560.263289514389
2044,2561.4056357475733
2045,2562.4261133381433
2046,2563.501718903993
2047,2564.3321078543336
2048,2565.9752704782836
2049,2566.557557897085
2050,2567.958599725329
2051,2569.043090173353
2052,2569.9481115969047
2053,2570.9585256619193
2054,2571.540774147769
2055,2572.3682081862075
2056,2574.2071639500227
2057,2575.4045119969037
2058,2576.141011184026
2059,2577.5198355326024
2060,2578.0701299250054
2061,2578.971298335896
2062,2580.3461115652008
2063,2581.3981405818927
2064,2582.138733931302
2065,2583.0032945351
2066,2584.7584024416788
2067,2585.7727394040116
2068,2586.925178957182
2069,2587.591000924191
2070,2588.3682104238806
2071,2589.579264554434
2072,2590.3716929259517
2073,2591.549378447985
2074,2593.2758768066046
2075,2594.0236183346865
2076,2594.90501155248
2077,2595.6875301388595
2078,2597.5461414884594
2079,2597.979353418423
2080,2598.5987683196336
2081,2600.121355061882
2082,2600.64195231922
2083,2602.412300558055
2084,2603.6287811184534
2085,2604.5735648237187
2086,2605.368075915559
2087,2606.243664547519
2088,2607.003639114239
2089,2608.3648996490356
2090,2609.552086740677
2091,2610.4445209389155
2092,2611.543670381423
2093,2612.956807036694
2094,2613.731929438305
2095,2614.737136165401
2096,2615.8477072682495
2097,2616.9021182439537
2098,2617.335046934901
2099,2618.292915478022
2100,2620.2793936944245
2101,2621.4290552132293
2102,2622.048696798421
2103,2622.994507976302
2104,2624.0506038545595
2105,2624.9095017771697
2106,2626.4605022299443
2107,2626.7104713958065
2108,2628.0980265238713
2109,2629.6041395108487
2110,2629.99480076422
2111,2632.0431166371127
2112,2632.443658949145
2113,2633.6763999397813
2114,2633.9665434341214
2115,2635.2173316171798
2116,2636.432585995082
2117,2637.5106833584628
2118,2639.0625730453894
2119,2640.0542458840273
2120,2640.4629428289513
2121,2641.8017447841085
2122,2642.755759063044
2123,2643.9709009583453
2124,2644.887867143492
2125,2645.395567278573
2126,2646.689940172724
2127,2648.577429283764
2128,2649.325653551799
2129,2650.058544458382
2130,2651.227331332121
2131,2652.16077524154
2132,2652.77064282696
2133,2653.8970697456402
2134,2655.6157723259616
2135,2656.2389984980173
2136,2657.5377607583005
2137,2658.341557629757
2138,2659.6583160208597
2139,2660.610245802953
2140,2661.582573758214
2141,2662.1835734356277
2142,2663.3939456223397
2143,2664.235489083244
2144,2666.030101479454
2145,2666.9828490705463
2146,2668.2918590372087
2147,2668.663651401293
2148,2669.25374488818
2149,2670.9989985821653
2150,2671.918382668911
2151,2672.6037795881466
2152,2673.8746187111046
2153,2675.2717591296364
2154,2676.0664902301005
2155,2677.2461938931997
2156,2678.5381565216317
2157,2679.0252815962845
2158,2680.0390215482385
2159,2680.8431171329235
2160,2681.841051456083
2161,2683.88227555147
2162,2684.5291569044975
2163,2685.377113426632
2164,2686.4961601511604
2165,2687.4899398080265
2166,2688.3850815955543
2167,2689.423275981138
2168,2690.633186856025
2169,2691.318382839997
2170,2692.36871895851
2171,2694.102820613442
2172,2695.2089579689714
2173,2695.750049240105
2174,2696.6953725816115
2175,2697.857558216759
2176,2698.2909613213956
2177,2699.942027500086
2178,2700.73120701107
2179,2702.4335448477373
2180,2703.143657511189
2181,2703.9817142447723
2182,2704.955737551334
2183,2706.5282473267566
2184,2707.090764646389
2185,2708.117069229273
2186,2708.4765249606835
2187,2710.368359823606
2188,2711.458227864115
2189,2712.7866873347566
2190,2713.525289303348
2191,2714.367906688519
2192,2715.339871631409
2193,2716.0250490495346
2194,2717.6657748710527
2195,2718.3086524743526
2196,2719.7709989781297
2197,2720.4934749001527
2198,2721.798775616648
2199,2723.086082744476
2200,2723.7689288498227
2201,2724.5239244370696
2202,2725.882989203482
2203,2726.479701033963
2204,2727.2744594319015
2205,2729.395041668595
2206,2730.4928918071723
2207,2730.797702080187
2208,2732.0040499135953
2209,2732.8301235574822
2210,2734.2007829678223
2211,2734.938856084209
2212,2736.00047910704
2213,2736.9220484400007
2214,2738.266444163765
2215,2739.5135472962015
2216,2740.3111094212313
2217,2741.878852420558
2218,2742.254107878248
2219,2742.9930681599276
2220,2743.953469810088
2221,2745.321831898193
2222,2746.7147989523983
2223,2747.5140979981843
2224,2748.9161910664366
2225,2749.6436497886534
2226,2750.3140834103597
2227,2751.8236714585273
2228,2752.7155024938834
2229,2753.487796417396
2230,2754.4586630827184
2231,2755.416876191486
2232,2757.3018682143006
2233,2758.278103328339
2234,2758.858670968685
2235,2759.8986139196586
2236,2760.6571515401115
2237,2762.0828801425755
2238,2762.4445804676943
2239,2764.0418462520893
2240,2765.407691146483
2241,2766.157035589919
2242,2766.887269747368
2243,2768.6645238881392
2244,2769.1446987961
2245,2770.279093643343
2246,2771.017392142685
2247,2771.8962936617277
2248,2773.0297134242946
2249,2774.6700107318325
2250,2775.7257073424103
2251,2776.6191603079264
2252,2777.512125202576
2253,2778.2896952997726
2254,2779.127539134051
2255,2780.7711183790716
2256,2781.6560702275715
2257,2781.989239654648
2258,2783.943665286859
2259,2784.705283876122
2260,2786.0433357386228
2261,2786.7025663513687
2262,2787.932021258524
2263,2788.7962780145112
2264,2789.197561121051
2265,2790.493080791035
2266,2792.1133785570228
2267,2793.301469240872
2268,2794.2380933352756
2269,2794.653824665328
2270,2796.034761603658
2271,2797.1745393518977
2272,2797.9729012296284
2273,2798.7981401770453
2274,2800.0674448184013
2275,2800.937603116235
2276,2802.2248015363316
2277,2803.8649551383446
2278,2804.4189356762513
2279,2805.2053003630645
2280,2806.002732416641
2281,2807.1323183711893
2282,2808.1535011979977
2283,2809.291652245193
2284,2810.7246340825186
2285,2811.460992226053
2286,2812.861997588022
2287,2813.201488028301
2288,2814.656757980595
2289,2815.838653992748
2290,2816.3379548153252
2291,2817.4589073174193
2292,2817.949462160967
2293,2820.4888420219168
2294,2820.660841053781
2295,2821.891930074871
2296,2822.923026217023
2297,2823.866992056608
2298,2824.2818841220396
2299,2825.872656689751
2300,2826.7121703749226
2301,2828.029973946251
2302,2828.8515265905226
2303,2830.087545290016
2304,2831.128425437187
2305,2832.416550857944
2306,2833.138035851671
2307,2833.6587172333084
2308,2834.980248462514
2309,2835.7758477445304
2310,2837.014472081293
2311,2838.8128815292716
2312,2839.4857533950126
2313,2840.2857549106916
2314,2840.920672973104
2315,2842.3326410811005
2316,2843.4698378845646
2317,2844.198986963261
2318,2845.0254336104804
2319,2846.390776212727
2320,2847.535935529731
2321,2848.770308555407
2322,2849.7970866472097
2323,2850.4718881974354
2324,2851.6789380362543
2325,2852.3037265683697
2326,2852.926214764695
2327,2854.832394231931
2328,2855.8537211929
2329,2856.816133543913
2330,2857.736139807822
2331,2858.8578603562514
2332,2859.838748954184
2333,2860.5774364976123
2334,2862.1202082343966
2335,2862.506966277763
2336,2863.363589552191
2337,2864.9114267588516
2338,2866.49320975593
2339,2867.149356094088
2340,2868.2241636630906
2341,2868.6576291942183
2342,2869.8434565748635
2343,2870.9095063753807
2344,2872.023511113548
2345,2872.858555183438
2346,2874.569154072846
2347,2875.2821191663666
2348,2875.8899143403864
2349,2877.5466491537964
2350,2878.52700262418
2351,2879.119907546979
2352,2879.8689739369074
2353,2880.978994738386
2354,2882.153646390637
2355,2884.01365755284
2356,2884.346757790143
2357,2885.773055402722
2358,2886.3088746397725
2359,2887.2248855070607
2360,2888.394382456172
2361,2889.404168047578
2362,2890.642626361553
2363,2891.280078215455
2364,2892.4626240166394
2365,2894.1744487368214
2366,2894.746550356225
2367,2895.6411038619713
2368,2896.8254051682475
2369,2897.42830056697
2370,2898.541353179908
2371,2899.1777798365483
2372,2901.2638503619974
2373,2902.06510248125
2374,2902.8557855285085
2375,2903.957879043037
2376,2904.598196021988
2377,2906.1764175966287
2378,2906.9233393429854
2379,2907.605736911211
2380,2908.6580455197427
2381,2910.0282334350463
2382,2911.14290366458
2383,2912.345904726056
2384,2913.5227858666863
2385,2914.0446110721027
2386,2914.8027022238634
2387,2915.6859753274553
2388,2917.2741734414876
2389,2917.9824167019124
2390,2919.3217723265275
2391,2920.6155559921413
2392,2921.08319893726
2393,2922.396084557395
2394,2923.3909323573766
2395,2924.333434993953
2396,2925.2615091193134
2397,2926.295436226226
2398,2926.6240146864657
2399,2928.7610738469984
2400,2930.0043663719794
2401,2930.7111686973894
2402,2931.0691011098147
2403,2932.806414415833
2404,2933.1748571620083
2405,2934.2907178357877
2406,2935.552463705748
2407,2936.5503748486017
2408,2937.7089589815682
2409,2938.5812203505784
2410,2939.847529162594
2411,2941.261601534687
2412,2941.425217756342
2413,2942.7248858651474
2414,2943.3536849601783
2415,2944.3216487944833
2416,2945.944499285887
2417,2946.9223948961885
2418,2948.3742618646907
2419,2948.8675772093948
2420,2949.7901430257857
2421,2950.521108352418
2422,2952.2838296389477
2423,2952.827176583512
2424,2953.589030993759
2425,2954.7112752909334
2426,2956.258730424157
2427,2957.2362592468426
2428,2958.290776254197
2429,2959.221014234687
2430,2960.0336178120083
2431,2960.81483926622
2432,2961.8259705753485
2433,2962.8196363352813
2434,2964.6339214948084
2435,2965.398341584291
2436,2966.065269745648
2437,2967.2701904264964
2438,2968.4053489954076
2439,2969.401136655699
2440,2970.0499301109135
2441,2971.1222381249345
2442,2972.308884109069
2443,2972.811686391358
2444,2975.018020412781
2445,2975.6199571661537
2446,2976.526232137094
2447,2977.55357491347
2448,2977.9819785126
2449,2979.3190422120115
2450,2980.487381006559
2451,2981.34394748181
2452,2982.523719895925
2453,2983.8253332665195
2454,2984.6391778044467
2455,2985.5476662354213
2456,2986.805393383298
2457,2987.856151502432
2458,2988.634699666939
2459,2988.855046367445
2460,2990.4232705736986
2461,2992.163668675063
2462,2992.868866378301
2463,2993.974353092848
2464,2994.865507046754
2465,2995.540266915502
2466,2996.736506016222
2467,2997.6472031144426
2468,2998.959301098029
2469,2999.4944929945946
2470,3001.0233311628795
2471,3001.707332456021
2472,3003.4770428527104
2473,3004.290975917311
2474,3004.662308408249
2475,3005.772929284508
2476,3006.990738364633
2477,3007.4686992164707
2478,3008.882120872393
2479,3010.5149621292444
2480,3011.3443801805124
2481,3012.074694785867
2482,3012.788450548678
2483,3014.459082206682
2484,3014.9116665027295
2485,3016.348394169978
2486,3016.700060812629
2487,3017.783440191593
2488,3019.4617757803658
2489,3020.4876338969393
2490,3021.420400692511
2491,3022.447483793126
2492,3023.338509067941
2493,3023.9309960739024
2494,3024.793963871218
2495,3026.5108269078455
2496,3027.2995228073414
2497,3028.4015225286307
2498,3029.499388369681
2499,3030.594529650982
2500,3031.2892174680615
